,UF,Município,População,Casos novos notificados na semana epidemiológica,Casos Acumulados,Incidência covid-19 (100 mil hab),Óbitos novos notificados na semana epidemiológica,Óbitos Acumulados,Taxa mortalidade (100 mil hab),Letalidade (%), Casos por 100 mil (recalc),Óbitos por 100 mil (recalc)
735,CE,Missão Velha,35393,0,3591,,0,64,,1.7822333611807295,10146.07408244568,180.82671714745854
736,CE,Mombaça,43797,0,5504,,0,124,,2.252906976744186,12567.070803936342,283.1244149142635
737,CE,Monsenhor Tabosa,17234,0,3494,,0,44,,1.2593016599885518,20273.877219449925,255.30927236857374
738,CE,Morada Nova,61890,0,12618,,0,214,,1.6959898557616104,20387.784779447407,345.77476167393763
739,CE,Moraújo,8724,0,2350,,0,23,,0.9787234042553191,26937.184777624945,263.6405318661165
740,CE,Morrinhos,22534,0,2376,,0,41,,1.7255892255892258,10544.066743587467,181.94727966628207
741,CE,Mucambo,14537,0,3263,,0,31,,0.9500459699662888,22446.171837380476,213.2489509527413
742,CE,Mulungu,10823,0,2300,,0,21,,0.9130434782608696,21251.039453016725,194.03122978841355
743,CE,Nova Olinda,15565,0,2318,,0,24,,1.0353753235547885,14892.386765178284,154.1920976549952
744,CE,Nova Russas,32328,0,6254,,0,73,,1.1672529581068116,19345.459044790896,225.81044295966348
745,CE,Novo Oriente,28607,0,3044,,0,48,,1.5768725361366622,10640.752263432027,167.7911000803999
746,CE,Ocara,25703,0,3793,,0,48,,1.2654890587925125,14757.032253044392,186.74862856475897
747,CE,Orós,21427,0,5390,,0,95,,1.7625231910946195,25155.17804639007,443.3658468287674
748,CE,Pacajus,72203,0,9805,,0,131,,1.3360530341662418,13579.768153677824,181.43290444995358
749,CE,Pacatuba,83432,0,11984,,0,278,,2.3197596795727637,14363.793268769776,333.205484706108
750,CE,Pacoti,12261,0,1860,,0,29,,1.5591397849462365,15170.0513824321,236.52230650028548
751,CE,Pacujá,6533,0,839,,0,13,,1.5494636471990464,12842.491963875707,198.98974437471298
752,CE,Palhano,9386,0,2534,,0,26,,1.0260457774269929,26997.65608352866,277.0083102493075
753,CE,Palmácia,13322,0,1627,,0,23,,1.4136447449293177,12212.880948806485,172.64674973727668
754,CE,Paracuru,35076,0,8175,,0,135,,1.651376146788991,23306.534382483747,384.87854943551145
755,CE,Paraipaba,32744,0,5172,,0,83,,1.6047950502706885,15795.260200342049,253.48155387246518
756,CE,Parambu,31521,0,2203,,0,78,,3.5406264185202,6988.991466006789,247.4540782335586
757,CE,Paramoti,12226,0,1659,,0,20,,1.2055455093429777,13569.442172419434,163.5858007524947
758,CE,Pedra Branca,43258,0,4334,,0,74,,1.7074296262113522,10018.956031254334,171.0666235147256
759,CE,Penaforte,9077,0,1532,,0,19,,1.2402088772845952,16877.82306929602,209.32025999779663
760,CE,Pentecoste,37751,0,4577,,0,97,,2.1192921127376008,12124.18214087044,256.9468358454081
761,CE,Pereiro,16307,0,3673,,0,29,,0.7895453307922679,22524.06941804133,177.8377383945545
762,CE,Pindoretama,20567,0,5968,,0,43,,0.7205093833780161,29017.357903437547,209.0727865026499
763,CE,Piquet Carneiro,16959,0,2958,,0,32,,1.0818120351588911,17442.066159561295,188.6903708945103
764,CE,Pires Ferreira,10951,0,1778,,0,8,,0.44994375703037126,16235.960186284357,73.0526892521231
765,CE,Poranga,12336,0,1602,,0,19,,1.1860174781523096,12986.381322957199,154.0207522697795
766,CE,Porteiras,14996,0,2159,,0,31,,1.4358499305233905,14397.172579354494,206.72179247799414
767,CE,Potengi,11045,0,1042,,0,7,,0.6717850287907869,9434.133091896787,63.37709370755998
768,CE,Potiretama,6419,0,1374,,0,11,,0.8005822416302766,21405.203302695125,171.36625642623463
769,CE,Quiterianópolis,21084,0,2464,,0,55,,2.232142857142857,11686.586985391765,260.8613166382091
770,CE,Quixadá,87728,0,16678,,0,216,,1.2951193188631729,19011.034105416744,246.21557541491885
771,CE,Quixelô,16178,0,3472,,0,36,,1.0368663594470047,21461.243664235382,222.52441587340834
772,CE,Quixeramobim,81082,0,15135,,0,261,,1.7244796828543112,18666.288448730913,321.8963518413458
773,CE,Quixeré,22149,0,7504,,0,48,,0.6396588486140725,33879.63339202673,216.714072870107
774,CE,Redenção,29053,0,8359,,0,120,,1.435578418471109,28771.555433173857,413.0382404570957
775,CE,Reriutaba,18491,0,6339,,0,34,,0.536362202240101,34281.54237196474,183.87323562814342
776,CE,Russas,78194,0,20302,,0,235,,1.1575214264604472,25963.628922935262,300.5345678696575
777,CE,Saboeiro,15819,0,1783,,0,19,,1.065619742007852,11271.256084455401,120.10873000821796
778,CE,Salitre,16554,0,1424,,0,26,,1.8258426966292134,8602.150537634408,157.0617373444485
779,CE,Santa Quitéria,43703,0,10655,,0,77,,0.7226654152979821,24380.47731277029,176.18927762396174
780,CE,Santana do Acaraú,32452,0,3379,,0,99,,2.929860905593371,10412.301244915567,305.0659435473931
781,CE,Santana do Cariri,17700,0,2236,,0,33,,1.4758497316636852,12632.76836158192,186.4406779661017
782,CE,São Benedito,47903,0,5714,,0,70,,1.2250612530626532,11928.27171575893,146.1286349497944
783,CE,São Gonçalo do Amarante,48422,0,14833,,0,242,,1.6314973370188095,30632.77022840857,499.7728305315766
784,CE,São João do Jaguaribe,7645,0,1616,,0,19,,1.1757425742574257,21137.998691955527,248.52844996729885
785,CE,São Luís do Curu,13000,0,1864,,0,42,,2.2532188841201717,14338.461538461539,323.07692307692304
786,CE,Senador Pompeu,25496,0,4035,,0,70,,1.734820322180917,15826.011923438971,274.5528710385943
787,CE,Senador Sá,7623,0,1737,,0,14,,0.8059873344847437,22786.304604486424,183.65472910927457
788,CE,Sobral,208935,0,45526,243.137817981669,0,780,0.0,1.7133066818960592,21789.551774475316,373.3218465072869
789,CE,Solonópole,18324,0,3200,,0,39,,1.21875,17463.435931019427,212.83562540929927
790,CE,Tabuleiro do Norte,30697,0,6860,,0,84,,1.2244897959183674,22347.460663908525,273.6423754764309
791,CE,Tamboril,26251,0,6116,,0,87,,1.4224983649444083,23298.16007009257,331.4159460591977
792,CE,Tarrafas,8592,0,941,,0,19,,2.0191285866099893,10952.048417132217,221.1359404096834
793,CE,Tauá,58859,0,15245,,0,213,,1.397179403082978,25900.881768293722,361.8817852834741
794,CE,Tejuçuoca,19187,0,2616,,0,37,,1.4143730886850152,13634.231510918851,192.83890133944857
795,CE,Tianguá,75946,0,15307,,0,211,,1.3784543019533546,20155.11020988597,277.828983751613
796,CE,Trairi,55918,0,4964,,0,107,,2.1555197421434324,8877.284595300262,191.35162201795487
797,CE,Tururu,16271,0,1838,,0,42,,2.2850924918389555,11296.171101960543,258.12795771618215
798,CE,Ubajara,34792,0,3619,,0,41,,1.1329096435479415,10401.816509542423,117.843182340768
799,CE,Umari,7733,0,676,,0,15,,2.2189349112426036,8741.756110177163,193.9738781844045
800,CE,Umirim,19825,0,1397,,0,41,,2.934860415175376,7046.658259773014,206.8095838587642
801,CE,Uruburetama,21850,0,2673,,0,65,,2.431724653946876,12233.409610983983,297.4828375286041
802,CE,Uruoca,13840,0,2549,,0,32,,1.2553942722636329,18417.630057803468,231.21387283236996
803,CE,Varjota,18420,0,3892,,0,37,,0.9506680369989723,21129.207383279045,200.86862106406082
804,CE,Várzea Alegre,40721,0,6571,,0,92,,1.4000913103028458,16136.637115984382,225.9276540360011
805,CE,Viçosa do Ceará,60889,0,7238,,0,163,,2.252003315833103,11887.204585393092,267.70024142291714
806,DF,Brasília,3015268,465,965303,291.7153632778247,0,12051,0.7627846015677545,1.2484163003740794,32013.837575963393,399.66596667360915
807,ES,,0,0,9643,,0,285,,2.955511770195997,inf,inf
808,ES,Afonso Cláudio,30586,0,8968,,0,91,,1.0147190008920606,29320.604197999084,297.52174197345187
809,ES,Água Doce do Norte,11019,4,3064,,0,50,,1.6318537859007836,27806.516017787457,453.7616843633723
810,ES,Águia Branca,9642,0,4336,,0,68,,1.5682656826568264,44969.92325243726,705.247873885086
811,ES,Alegre,30084,1,9941,,0,96,,0.9656976159340106,33044.14306608164,319.10650179497406
812,ES,Alfredo Chaves,14601,5,5950,,0,49,,0.823529411764706,40750.63351825218,335.59345250325316
813,ES,Alto Rio Novo,7836,0,1788,,0,29,,1.6219239373601788,22817.764165390505,370.08677896886167
814,ES,Anchieta,29263,1,12685,,0,122,,0.9617658651951123,43348.25547619861,416.9087243276493
815,ES,Apiacá,7567,0,2808,,0,42,,1.4957264957264957,37108.497423021014,555.0416281221092
816,ES,Aracruz,101220,13,42771,446.5520648093262,0,293,1.975894092076665,0.6850436043113324,42255.483106105516,289.4684844892314
817,ES,Atílio Vivacqua,11936,0,3560,,0,40,,1.1235955056179776,29825.737265415548,335.1206434316354
818,ES,Baixo Guandu,30998,0,11743,,0,109,,0.9282125521587329,37883.089231563325,351.63558939286406
819,ES,Barra de São Francisco,44650,0,13712,,0,272,,1.9836639439906651,30709.96640537514,609.1825307950728
820,ES,Boa Esperança,15037,0,5619,,0,60,,1.0678056593699947,37367.82602912815,399.0157611225643
821,ES,Bom Jesus do Norte,9936,0,3175,,0,33,,1.0393700787401574,31954.50885668277,332.1256038647343
822,ES,Brejetuba,12404,0,3241,,0,23,,0.7096575131132367,26128.66817155756,185.4240567558852
823,ES,Cachoeiro de Itapemirim,208972,1,69980,3399.498497406351,0,762,0.4785330092069751,1.0888825378679623,33487.73998430411,364.64215301571505
824,ES,Cariacica,381285,3,106358,116.710597059942,0,1644,0.5245420092581664,1.545722935745313,27894.619510340035,431.1735316102129
825,ES,Castelo,37534,3,15621,,0,154,,0.9858523782088214,41618.26610539777,410.2946661693398
826,ES,Colatina,122499,4,55394,204.8996318337293,0,417,0.0,0.7527891107340146,45219.9609792733,340.41094213013986
827,ES,Conceição da Barra,31063,0,7949,,0,82,,1.0315762989055228,25589.930141969548,263.9796542510382
828,ES,Conceição do Castelo,12723,0,3619,,0,35,,0.9671179883945842,28444.549241531087,275.09235243260235
829,ES,Divino de São Lourenço,4304,0,1055,,0,15,,1.4218009478672986,24512.081784386617,348.51301115241637
830,ES,Domingos Martins,33850,2,13056,,0,100,,0.7659313725490196,38570.162481536194,295.4209748892172
831,ES,Dores do Rio Preto,6749,0,1839,,0,15,,0.8156606851549755,27248.481256482442,222.25514891094977
832,ES,Ecoporanga,22923,0,8049,,0,97,,1.2051186482792895,35113.20507786939,423.1557824019544
833,ES,Fundão,21509,1,7853,,0,82,,1.0441869349293265,36510.29801478451,381.23576177414105
834,ES,Governador Lindenberg,12709,0,5697,,0,35,,0.6143584342636476,44826.50090487056,275.3953890943426
835,ES,Guaçuí,30867,0,7650,,0,137,,1.7908496732026145,24783.749635533095,443.83969935529854
836,ES,Guarapari,124859,5,34866,96.90931370586021,0,545,2.402710257170088,1.5631274020535764,27924.298608830763,436.4923633858993
837,ES,Ibatiba,26082,0,8664,,0,123,,1.4196675900277007,33218.311479181044,471.58960202438465
838,ES,Ibiraçu,12479,0,5475,,0,52,,0.9497716894977168,43873.707829152976,416.70005609423833
839,ES,Ibitirama,8889,0,1849,,0,21,,1.1357490535424553,20800.989987625155,236.2470469119136
840,ES,Iconha,13860,3,6484,,0,30,,0.46267735965453427,46782.10678210678,216.45021645021646
841,ES,Irupi,13377,0,3674,,0,55,,1.4970059880239521,27465.051954847873,411.15347237796215
842,ES,Itaguaçu,14066,3,6565,,0,32,,0.4874333587204874,46672.828096118305,227.49893359874878
843,ES,Itapemirim,34348,4,11327,,0,181,,1.5979517965922132,32977.17479911494,526.9593571678118
844,ES,Itarana,10555,0,4549,,0,31,,0.6814684546054077,43098.05779251539,293.6996684036002
845,ES,Iúna,29161,1,7285,,0,98,,1.3452299245024022,24981.996502177568,336.065292685436
846,ES,Jaguaré,30477,1,10288,,0,65,,0.6318040435458787,33756.60334022377,213.27558486727696
847,ES,Jerônimo Monteiro,12192,0,5518,,0,60,,1.0873504893077202,45259.18635170604,492.1259842519685
848,ES,João Neiva,16668,3,7239,,0,62,,0.8564718883823732,43430.52555795536,371.97024238060953
849,ES,Laranja da Terra,10947,0,4017,,0,20,,0.49788399302962405,36694.98492737736,182.69845619804514
850,ES,Linhares,173555,0,66186,72.02327792342486,0,523,0.0,0.7901973226966428,38135.46138111838,301.3453948316096
851,ES,Mantenópolis,15350,0,2666,,0,53,,1.9879969992498125,17368.078175895764,345.2768729641694
852,ES,Marataízes,38499,5,15448,,0,253,,1.6377524598653548,40125.71755110522,657.1599262318502
853,ES,Marechal Floriano,16694,4,8566,,0,74,,0.8638804576231612,51311.84856834791,443.27303222714744
854,ES,Marilândia,12833,1,6791,,0,39,,0.5742895008098954,52918.25761708096,303.90399750642877
855,ES,Mimoso do Sul,26153,0,7746,,0,82,,1.0586108959462948,29618.017053492906,313.53955569150764
856,ES,Montanha,18833,0,6037,,0,79,,1.3085969852575783,32055.434609462114,419.4764509106356
857,ES,Mucurici,5524,0,1813,,0,11,,0.6067291781577496,32820.41998551774,199.13106444605359
858,ES,Muniz Freire,17465,1,5994,,0,59,,0.9843176509843177,34320.068708846266,337.8184941311194
859,ES,Muqui,15449,0,6387,,0,66,,1.0333489901362143,41342.4817140268,427.21211728914494
860,ES,Nova Venécia,50110,2,17838,,0,163,,0.9137795717008633,35597.68509279585,325.284374376372
861,ES,Pancas,23184,2,6367,,0,37,,0.5811214072561646,27462.905452035884,159.5928226363009
862,ES,Pedro Canário,26184,4,7075,,0,72,,1.0176678445229683,27020.317751298502,274.9770852428964
863,ES,Pinheiros,27047,5,8877,,0,109,,1.2278923059592206,32820.64554294376,403.0021813879543
864,ES,Piúma,21711,3,7845,,0,107,,1.3639260675589548,36133.75708166367,492.83773202524065
865,ES,Ponto Belo,7863,0,2692,,0,18,,0.6686478454680534,34236.2965789139,228.92025944296068
866,ES,Presidente Kennedy,11574,2,4670,,0,61,,1.3062098501070663,40349.0582339727,527.0433730775877
867,ES,Rio Bananal,19141,0,6904,,0,46,,0.6662804171494786,36069.17088971318,240.3218222663393
868,ES,Rio Novo do Sul,11622,0,4015,,0,38,,0.9464508094645082,34546.54964722079,326.96609877817934
869,ES,Santa Leopoldina,12224,0,3674,,0,31,,0.8437670114316821,30055.62827225131,253.59947643979058
870,ES,Santa Maria de Jetibá,40431,0,15149,,0,82,,0.5412898541157832,37468.77396057481,202.81467191016793
871,ES,Santa Teresa,23590,1,12654,,0,82,,0.6480164374901217,53641.37346333192,347.60491733785506
872,ES,São Domingos do Norte,8638,0,4634,,0,26,,0.561070349589987,53646.67747163695,300.9956008335263
873,ES,São Gabriel da Palha,37947,4,19333,,0,98,,0.5069052914705426,50947.3739689567,258.2549345139273
874,ES,São José do Calçado,10556,1,3832,,0,88,,2.2964509394572024,36301.62940507768,833.6491095111785
875,ES,São Mateus,130611,3,40508,143.938871917373,0,375,0.0,0.9257430630986472,31014.23310440928,287.1121115373131
876,ES,São Roque do Canaã,12415,0,5520,,0,23,,0.4166666666666667,44462.34393878373,185.25976641159886
877,ES,Serra,517510,23,158836,125.7946706343839,0,1818,0.7729319240207918,1.144576796192299,30692.353770941623,351.2975594674499
878,ES,Sooretama,30070,1,9582,,0,73,,0.7618451262784387,31865.646824077154,242.7668772863319
879,ES,Vargem Alta,21402,0,6489,,0,53,,0.8167668361843119,30319.59629941127,247.64040743855713
880,ES,Venda Nova do Imigrante,25277,2,10423,,0,61,,0.5852441715437015,41235.114926613125,241.32610673735016
881,ES,Viana,78239,4,23796,,0,316,,1.3279542780299212,30414.499162821612,403.8906427740641
882,ES,Vila Pavão,9208,0,3285,,0,22,,0.669710806697108,35675.499565595135,238.92267593397048
883,ES,Vila Valério,14080,0,6894,,0,38,,0.5512039454598201,48963.068181818184,269.8863636363636
884,ES,Vila Velha,493838,20,157507,106.5126620470681,1,2081,0.8099822208902514,1.3212111207755846,31894.46741644021,421.39325041815334
885,ES,Vitória,362097,25,162034,246.066661695623,0,1490,2.209352742497176,0.9195600923263018,44748.78278472343,411.49194829009906
886,GO,,0,0,0,,0,0,,,,
887,GO,Abadia de Goiás,8773,2,4490,,0,55,,1.2249443207126949,51179.75606975949,626.9235153311296
888,GO,Abadiânia,20042,0,2710,,0,58,,2.1402214022140225,13521.60463027642,289.39227621993814
889,GO,Acreúna,22366,3,7940,,0,87,,1.0957178841309823,35500.31297505142,388.98327819011
890,GO,Adelândia,2516,0,717,,0,6,,0.8368200836820083,28497.615262321146,238.47376788553257
891,GO,Água Fria de Goiás,5735,0,1318,,0,11,,0.834597875569044,22981.691368788142,191.8047079337402
892,GO,Água Limpa,1850,0,480,,0,4,,0.8333333333333334,25945.945945945947,216.21621621621622
893,GO,Águas Lindas de Goiás,212440,8,17428,133.6848051214461,0,407,0.0,2.335322469589167,8203.728111466768,191.58350593108642
894,GO,Alexânia,27653,9,8691,,0,126,,1.4497756299620297,31428.77807109536,455.646765269591
895,GO,Aloândia,1995,0,698,,0,12,,1.7191977077363898,34987.4686716792,601.5037593984963
896,GO,Alto Horizonte,6414,0,3518,,0,18,,0.511654349061967,54848.76831930153,280.6361085126286
897,GO,Alto Paraíso de Goiás,7624,0,1939,,0,10,,0.5157297576070139,25432.84365162644,131.16474291710387
898,GO,Alvorada do Norte,8660,0,1735,,0,23,,1.3256484149855907,20034.642032332566,265.58891454965357
899,GO,Amaralina,3812,3,509,,0,2,,0.3929273084479371,13352.570828961174,52.46589716684156
900,GO,Americano do Brasil,6111,1,2979,,0,28,,0.9399127223900637,48748.159057437406,458.1901489117984
901,GO,Amorinópolis,3126,0,1219,,0,14,,1.1484823625922889,38995.521433141395,447.85668586052464
902,GO,Anápolis,386923,35,106897,203.1411934674341,0,2074,2.842942911121851,1.940185412125691,27627.46076092659,536.0239634242472
903,GO,Anhanguera,1149,0,303,,0,7,,2.31023102310231,26370.757180156656,609.2254134029591
904,GO,Anicuns,21850,15,10804,,0,94,,0.8700481303221029,49446.22425629291,430.20594965675053
905,GO,Aparecida de Goiânia,578179,66,194249,160.5039269845498,1,2093,1.556611360841539,1.0774830243656337,33596.68891467867,361.9986198045934
906,GO,Aparecida do Rio Doce,2474,0,998,,0,5,,0.501002004008016,40339.53112368634,202.1018593371059
907,GO,Aporé,4198,0,1132,,0,13,,1.1484098939929328,26965.22153406384,309.6712720343021
908,GO,Araçu,3522,0,2258,,0,23,,1.0186005314437556,64111.30039750142,653.038046564452
909,GO,Aragarças,20118,0,5791,,0,86,,1.485063028837852,28785.16751168108,427.4778805050203
910,GO,Aragoiânia,10308,3,4073,,0,36,,0.883869383746624,39512.999611951884,349.2433061699651
911,GO,Araguapaz,7770,12,1500,,0,34,,2.2666666666666666,19305.019305019305,437.5804375804376
912,GO,Arenópolis,2612,0,903,,0,11,,1.2181616832779625,34571.209800918834,421.1332312404288
913,GO,Aruanã,9875,0,2793,,0,25,,0.895094880057286,28283.54430379747,253.16455696202533
914,GO,Aurilândia,3120,4,1870,,0,17,,0.9090909090909091,59935.89743589744,544.8717948717948
915,GO,Avelinópolis,2417,0,622,,0,19,,3.054662379421222,25734.381464625567,786.0984691766653
916,GO,Baliza,5138,0,915,,0,14,,1.530054644808743,17808.48579213702,272.4795640326975
917,GO,Barro Alto,11167,0,4260,,0,24,,0.5633802816901409,38148.11498164234,214.91895764305545
918,GO,Bela Vista de Goiás,29975,1,7414,,0,118,,1.591583490693283,24733.94495412844,393.66138448707255
919,GO,Bom Jardim de Goiás,8841,0,2940,,0,32,,1.0884353741496597,33254.1567695962,361.95000565546883
920,GO,Bom Jesus de Goiás,25216,1,7051,,0,128,,1.8153453410863707,27962.404822335026,507.6142131979695
921,GO,Bonfinópolis,9706,1,771,,0,39,,5.058365758754864,7943.540078302081,401.81331135380174
922,GO,Bonópolis,4405,0,1056,,0,6,,0.5681818181818182,23972.758229284904,136.2088535754824
923,GO,Brazabrantes,3703,1,1144,,0,9,,0.7867132867132868,30893.8698352687,243.04617877396706
924,GO,Britânia,5779,1,1946,,0,12,,0.6166495375128468,33673.64595950856,207.648382073023
925,GO,Buriti Alegre,9459,0,2180,,0,42,,1.926605504587156,23046.833703351305,444.02156676181414
926,GO,Buriti de Goiás,2488,1,888,,0,9,,1.0135135135135136,35691.31832797427,361.7363344051447
927,GO,Buritinópolis,3292,0,721,,0,4,,0.5547850208044383,21901.57958687728,121.5066828675577
928,GO,Cabeceiras,7993,0,1488,,0,20,,1.3440860215053763,18616.28925309646,250.21894157387712
929,GO,Cachoeira Alta,12484,0,4346,,0,38,,0.8743672342383801,34812.56007689843,304.3896187119513
930,GO,Cachoeira de Goiás,1351,0,703,,0,7,,0.995732574679943,52035.529237601775,518.1347150259068
931,GO,Cachoeira Dourada,8067,0,2634,,0,34,,1.29081245254366,32651.543324656006,421.47018718234784
932,GO,Caçu,16009,0,5757,,0,45,,0.7816571130797291,35961.02192516709,281.0918858142295
933,GO,Caiapônia,18913,3,4839,,0,48,,0.9919404835709857,25585.57605879554,253.79368688203883
934,GO,Caldas Novas,91162,3,26427,,0,372,,1.4076512657509366,28989.05245606722,408.06476382703323
935,GO,Caldazinha,3804,0,1815,,0,12,,0.6611570247933884,47712.933753943216,315.45741324921136
936,GO,Campestre de Goiás,3630,0,1521,,0,17,,1.1176857330703485,41900.82644628099,468.3195592286501
937,GO,Campinaçu,3640,0,453,,0,10,,2.207505518763797,12445.054945054946,274.72527472527474
938,GO,Campinorte,12626,2,3682,,0,46,,1.249321021184139,29162.046570568666,364.3275780136227
939,GO,Campo Alegre de Goiás,7589,0,989,,0,27,,2.730030333670374,13032.020028989327,355.7780998814073
940,GO,Campo Limpo de Goiás,7789,13,1446,,0,27,,1.8672199170124482,18564.642444472975,346.642701245346
941,GO,Campos Belos,19887,0,6604,,0,40,,0.6056935190793459,33207.623070347465,201.13642077739226
942,GO,Campos Verdes,2141,0,1419,,0,19,,1.3389711064129668,66277.4404483886,887.4357776739841
943,GO,Carmo do Rio Verde,10082,0,1779,,0,38,,2.1360314783586283,17645.30847054156,376.90934338424915
944,GO,Castelândia,3435,0,776,,0,16,,2.0618556701030926,22590.975254730714,465.79330422125184
945,GO,Catalão,108823,10,30202,254.5417788518971,0,484,2.756770168071088,1.6025428779551023,27753.324205360997,444.7589204488022
946,GO,Caturaí,5070,0,1772,,0,24,,1.3544018058690745,34950.69033530572,473.37278106508876
947,GO,Cavalcante,9709,0,1496,,0,7,,0.4679144385026738,15408.383973632712,72.09805335255948
948,GO,Ceres,22191,2,9300,,0,132,,1.4193548387096775,41908.881979180755,594.83574422063
949,GO,Cezarina,8606,2,2341,,0,48,,2.050405809483127,27201.952126423424,557.7504066930048
950,GO,Chapadão do Céu,10167,0,4778,,0,28,,0.5860192549183758,46995.18048588571,275.4008065309334
951,GO,Cidade Ocidental,71376,16,11164,,0,198,,1.7735578645646721,15641.111858327731,277.404169468729
952,GO,Cocalzinho de Goiás,20240,0,7149,,0,54,,0.7553503986571549,35321.14624505929,266.79841897233206
953,GO,Colinas do Sul,3382,0,1105,,0,6,,0.5429864253393665,32672.974571259612,177.40981667652278
954,GO,Córrego do Ouro,2327,0,1212,,0,8,,0.6600660066006601,52084.22862054147,343.79028792436617
955,GO,Corumbá de Goiás,11110,0,2116,,0,47,,2.22117202268431,19045.904590459046,423.042304230423
956,GO,Corumbaíba,9723,13,2834,,0,41,,1.4467184191954834,29147.382495114678,421.6805512701841
957,GO,Cristalina,58997,5,9821,,0,141,,1.4356990123205375,16646.609149617776,238.99520314592266
958,GO,Cristianópolis,2966,1,441,,0,7,,1.5873015873015872,14868.509777478084,236.00809170600135
959,GO,Crixás,16949,0,5081,,0,69,,1.3580003936233025,29978.16980352823,407.1036639329754
960,GO,Cromínia,3486,0,1551,,0,9,,0.5802707930367506,44492.254733218586,258.1755593803787
961,GO,Cumari,2854,0,966,,0,12,,1.2422360248447204,33847.231955150666,420.4625087596356
962,GO,Damianópolis,3311,0,725,,0,9,,1.2413793103448276,21896.70794321957,271.8212020537602
963,GO,Damolândia,2938,0,1007,,0,17,,1.6881827209533267,34275.01701837985,578.6249149081008
964,GO,Davinópolis,2094,1,428,,0,9,,2.102803738317757,20439.35052531041,429.7994269340974
965,GO,Diorama,2484,0,781,,0,6,,0.7682458386683738,31441.22383252818,241.54589371980674
966,GO,Divinópolis de Goiás,4804,0,891,,0,12,,1.3468013468013467,18547.044129891758,249.7918401332223
967,GO,Doverlândia,7322,0,1781,,0,22,,1.235261089275688,24323.955203496313,300.46435400163887
968,GO,Edealina,3699,0,2261,,0,12,,0.5307386112339673,61124.628277912954,324.41200324412006
969,GO,Edéia,12372,0,5314,,0,42,,0.7903650733910426,42951.82670546395,339.47623666343355
970,GO,Estrela do Norte,3275,0,562,,0,5,,0.8896797153024912,17160.30534351145,152.67175572519085
971,GO,Faina,6627,0,2136,,0,17,,0.7958801498127341,32231.779085559076,256.5263316734571
972,GO,Fazenda Nova,5637,1,2262,,0,18,,0.7957559681697612,40127.727514635444,319.3187865886109
973,GO,Firminópolis,13292,0,4199,,0,41,,0.9764229578471064,31590.430334035507,308.4562142642191
974,GO,Flores de Goiás,16557,0,1235,,0,7,,0.5668016194331984,7459.080751343842,42.27819049344688
975,GO,Formosa,121617,4,18858,14891.83255630381,0,347,268.8768839882582,1.8400678757026196,15506.055896790744,285.3219533453382
976,GO,Formoso,4248,0,745,,0,20,,2.684563758389262,17537.664783427495,470.8097928436911
977,GO,Gameleira de Goiás,3818,1,1746,,0,14,,0.8018327605956471,45730.74908328968,366.6841278156103
978,GO,Goianápolis,11231,3,3714,,0,54,,1.4539579967689822,33069.18350992788,480.81203810880595
979,GO,Goiandira,5600,0,976,,0,19,,1.9467213114754098,17428.57142857143,339.2857142857143
980,GO,Goianésia,70084,2,25532,,0,329,,1.288579038069873,36430.56903144798,469.4366759888134
981,GO,Goiânia,1516113,192,505294,268.1198565014613,0,8211,1.71491175130086,1.6249945576238785,33328.254556223714,541.5823226896676
982,GO,Goianira,44289,1,9411,,0,162,,1.7213898629263629,21249.06861748967,365.7793131477342
983,GO,Goiás,22645,4,13319,,0,102,,0.7658232600045048,58816.51578714948,450.4305586222124
984,GO,Goiatuba,34095,0,14906,,0,191,,1.2813632094458607,43719.02038422056,560.1994427335386
985,GO,Gouvelândia,5898,0,1848,,0,15,,0.8116883116883116,31332.655137334692,254.323499491353
986,GO,Guapó,14209,1,4920,,0,66,,1.3414634146341464,34625.94130480681,464.4943345766767
987,GO,Guaraíta,1996,0,923,,0,14,,1.5167930660888407,46242.48496993988,701.4028056112224
988,GO,Guarani de Goiás,3893,0,931,,0,3,,0.322234156820623,23914.718725918316,77.06139224248652
989,GO,Guarinos,1794,0,933,,0,9,,0.964630225080386,52006.6889632107,501.6722408026756
990,GO,Heitoraí,3724,0,1813,,0,10,,0.5515719801434087,48684.210526315794,268.5284640171858
991,GO,Hidrolândia,21706,9,7798,,0,109,,1.3977943062323672,35925.55053902147,502.16529991707364
992,GO,Hidrolina,3564,0,381,,0,14,,3.674540682414698,10690.23569023569,392.8170594837262
993,GO,Iaciara,13947,0,2754,,0,17,,0.6172839506172839,19746.181974618197,121.89001218900121
994,GO,Inaciolândia,6194,0,1984,,0,35,,1.7641129032258067,32030.997739748145,565.0629641588635
995,GO,Indiara,15611,1,3212,,0,60,,1.86799501867995,20575.23541092819,384.3443725578118
996,GO,Inhumas,52866,33,24101,,0,304,,1.2613584498568524,45588.847274240536,575.0387772859683
997,GO,Ipameri,26985,2,8277,,0,117,,1.4135556361000363,30672.59588660367,433.57420789327404
998,GO,Ipiranga de Goiás,2893,0,388,,0,13,,3.350515463917526,13411.68337366056,449.3605254061528
999,GO,Iporá,31531,2,11086,,0,179,,1.614649106981779,35159.04982398274,567.6952840062161
1000,GO,Israelândia,2800,0,725,,0,10,,1.3793103448275863,25892.857142857145,357.1428571428571
1001,GO,Itaberaí,42900,2,12977,,0,201,,1.5488941974262156,30249.41724941725,468.53146853146853
